Transaction_ID,Date,Time,Amount,Description,Merchant,Category
TX0677,9/27/2024,20:37:00,14.44,Lunch meal,McDonalds,Food & Beverage
TX0678,1/21/2025,20:28:00,164.04,Health supplement,Local Clinic,Healthcare
TX0679,12/17/2024,18:02:00,86.04,Movie tickets,AMC Theatres,Entertainment
TX0680,6/25/2024,20:21:00,118.11,Grocery store purchase,Walmart,Groceries
TX0681,8/19/2024,20:23:00,329.1,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0682,3/19/2025,18:01:00,249.71,Electricity bill,Internet Provider,Bills
TX0683,2/4/2025,22:13:00,13.86,Lunch meal,Dunkin,Food & Beverage
TX0684,8/14/2024,15:45:00,271.18,Monthly bill payment,Mobile Carrier,Bills
TX0685,4/13/2024,20:59:00,168.54,Electricity bill,Local Utility,Bills
TX0686,3/6/2025,8:53:00,21.31,Bus ticket,Uber,Transportation
TX0687,3/15/2025,12:20:00,51.58,Concert tickets,Spotify,Entertainment
TX0688,5/31/2024,20:56:00,56.25,Movie tickets,Spotify,Entertainment
TX0689,9/9/2024,18:35:00,35.09,Ride fare,Uber,Transportation
TX0690,10/23/2024,15:21:00,22.17,Bulk food items,Target,Groceries
TX0691,12/30/2024,20:20:00,81.56,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0692,1/17/2025,18:32:00,80.3,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0693,1/8/2025,18:37:00,22.49,Bus ticket,Uber,Transportation
TX0694,3/27/2025,20:10:00,160.62,Electricity bill,Mobile Carrier,Bills
TX0695,5/8/2024,12:01:00,312.02,Doctor appointment fee,Walgreens,Healthcare
TX0696,9/30/2024,22:25:00,82.56,Grocery store purchase,Target,Groceries
TX0697,9/20/2024,15:38:00,20.03,Bus ticket,Uber,Transportation
TX0698,5/3/2024,18:10:00,23.8,Lunch meal,Dunkin,Food & Beverage
TX0699,11/3/2024,18:33:00,37.45,Taxi service,Lyft,Transportation
TX0700,8/5/2024,20:48:00,137.99,Supermarket shopping,Costco,Groceries
TX0701,10/31/2024,12:47:00,310.23,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0702,3/4/2025,20:56:00,26.67,Lunch meal,Dunkin,Food & Beverage
TX0703,5/25/2024,8:35:00,43.16,Concert tickets,Spotify,Entertainment
TX0704,5/31/2024,15:41:00,9.21,Lunch meal,Dunkin,Food & Beverage
TX0705,6/19/2024,22:38:00,343.84,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0706,6/3/2024,15:20:00,121.82,Electricity bill,Mobile Carrier,Bills
TX0707,9/19/2024,8:23:00,225.88,Monthly bill payment,Local Utility,Bills
TX0708,7/11/2024,18:49:00,116.76,Electricity bill,Internet Provider,Bills
TX0709,1/3/2025,15:41:00,67.25,Streaming subscription,AMC Theatres,Entertainment
TX0710,2/8/2025,15:08:00,333.33,Electricity bill,Mobile Carrier,Bills
TX0711,1/22/2025,20:14:00,10.24,Dinner at restaurant,Starbucks,Food & Beverage
TX0712,12/16/2024,20:16:00,28.45,Concert tickets,Spotify,Entertainment
TX0713,12/31/2024,12:17:00,249.87,Health supplement,Local Clinic,Healthcare
TX0714,10/28/2024,15:57:00,173.83,Bulk food items,Walmart,Groceries
TX0715,8/27/2024,20:12:00,8.62,Dinner at restaurant,Dunkin,Food & Beverage
TX0716,5/2/2024,20:47:00,78.38,Streaming subscription,Netflix,Entertainment
TX0717,2/5/2025,22:21:00,36.22,Concert tickets,Spotify,Entertainment
TX0718,12/13/2024,20:00:00,487.68,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0719,5/9/2024,20:54:00,144.73,Internet bill,Internet Provider,Bills
TX0720,8/30/2024,18:41:00,365.38,Health supplement,Walgreens,Healthcare
TX0721,1/10/2025,18:06:00,124.5,Bulk food items,Target,Groceries
TX0722,4/8/2024,18:50:00,49.47,Ride fare,Lyft,Transportation
TX0723,10/24/2024,22:21:00,129.95,Grocery store purchase,Costco,Groceries
TX0724,9/11/2024,22:34:00,50.94,Movie tickets,Netflix,Entertainment
TX0725,8/17/2024,20:09:00,342.43,Internet bill,Internet Provider,Bills
TX0726,1/22/2025,20:48:00,200.61,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0727,12/12/2024,15:35:00,12.83,Dinner at restaurant,Subway,Food & Beverage
TX0728,11/14/2024,15:40:00,453.73,Pharmacy purchase,Local Clinic,Healthcare
TX0729,2/9/2025,20:42:00,37.11,Bus ticket,Local Transit,Transportation
TX0730,7/7/2024,12:22:00,56.45,Grocery store purchase,Costco,Groceries
TX0731,1/8/2025,22:04:00,27.14,Coffee purchase,McDonalds,Food & Beverage
TX0732,9/25/2024,12:40:00,40.44,Streaming subscription,Netflix,Entertainment
TX0733,5/29/2024,18:30:00,100.72,Bulk food items,Walmart,Groceries
TX0734,6/18/2024,18:45:00,281.65,Electricity bill,Internet Provider,Bills
TX0735,7/7/2024,8:54:00,80.65,Streaming subscription,Spotify,Entertainment
TX0736,3/17/2025,22:40:00,55.7,Internet bill,Mobile Carrier,Bills
TX0737,1/28/2025,22:33:00,50.28,Movie tickets,Netflix,Entertainment
TX0738,1/29/2025,18:24:00,5.79,Ride fare,Lyft,Transportation
TX0739,1/1/2025,12:51:00,17.19,Taxi service,Local Transit,Transportation
TX0740,8/17/2024,12:02:00,49.52,Bus ticket,Uber,Transportation
TX0741,5/23/2024,12:23:00,86.98,Internet bill,Local Utility,Bills
TX0742,8/7/2024,18:57:00,12.5,Dinner at restaurant,Subway,Food & Beverage
TX0743,1/10/2025,8:27:00,129.59,Bulk food items,Costco,Groceries
TX0744,5/21/2024,20:57:00,19.21,Dinner at restaurant,McDonalds,Food & Beverage
TX0745,11/30/2024,18:24:00,264.74,Internet bill,Internet Provider,Bills
TX0746,5/8/2024,8:58:00,75.93,Concert tickets,Spotify,Entertainment
TX0747,4/11/2024,8:47:00,284.28,Electricity bill,Local Utility,Bills
TX0748,10/23/2024,15:02:00,492.93,Doctor appointment fee,Local Clinic,Healthcare
TX0749,1/30/2025,12:46:00,493.35,Health supplement,Local Clinic,Healthcare
TX0750,7/19/2024,15:45:00,271.07,Monthly bill payment,Mobile Carrier,Bills
TX0751,7/20/2024,20:11:00,309.11,Electricity bill,Local Utility,Bills
TX0752,2/3/2025,20:24:00,59.17,Movie tickets,Spotify,Entertainment
TX0753,8/21/2024,8:11:00,31.05,Bus ticket,Uber,Transportation
TX0754,9/4/2024,18:34:00,61.47,Supermarket shopping,Walmart,Groceries
TX0755,7/6/2024,20:13:00,153.72,Doctor appointment fee,Walgreens,Healthcare
TX0756,12/17/2024,15:02:00,40.96,Taxi service,Uber,Transportation
TX0757,1/27/2025,22:45:00,96.96,Movie tickets,AMC Theatres,Entertainment
TX0758,6/11/2024,20:28:00,296.29,Monthly bill payment,Mobile Carrier,Bills
TX0759,5/24/2024,22:36:00,31.44,Bus ticket,Lyft,Transportation
TX0760,3/24/2025,8:54:00,19.52,Ride fare,Local Transit,Transportation
TX0761,4/17/2024,20:43:00,45.32,Streaming subscription,AMC Theatres,Entertainment
TX0762,9/8/2024,12:29:00,110.23,Movie tickets,AMC Theatres,Entertainment
TX0763,7/28/2024,12:17:00,57.53,Taxi service,Lyft,Transportation
TX0764,8/7/2024,8:27:00,210.67,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0765,2/17/2025,8:11:00,89.96,Movie tickets,Netflix,Entertainment
TX0766,2/3/2025,12:03:00,281.5,Internet bill,Internet Provider,Bills
TX0767,8/4/2024,15:25:00,605.08,Pharmacy purchase,Local Clinic,Healthcare
TX0768,2/1/2025,8:43:00,161.93,Internet bill,Mobile Carrier,Bills
TX0769,3/7/2025,22:08:00,77.06,Grocery store purchase,Walmart,Groceries
TX0770,8/12/2024,20:15:00,73.1,Grocery store purchase,Walmart,Groceries
TX0771,10/6/2024,20:23:00,533.09,Pharmacy purchase,Walgreens,Healthcare
TX0772,8/1/2024,15:21:00,219.26,Monthly bill payment,Internet Provider,Bills
TX0773,8/5/2024,18:46:00,139.44,Bulk food items,Walmart,Groceries
TX0774,7/31/2024,18:52:00,25.65,Movie tickets,AMC Theatres,Entertainment
TX0775,1/26/2025,22:29:00,18.94,Concert tickets,AMC Theatres,Entertainment
TX0776,6/26/2024,12:14:00,32.18,Ride fare,Local Transit,Transportation
TX0777,3/30/2024,20:58:00,384.32,Monthly bill payment,Mobile Carrier,Bills
TX0778,5/19/2024,15:19:00,224.04,Internet bill,Mobile Carrier,Bills
TX0779,9/30/2024,18:41:00,44.95,Grocery store purchase,Walmart,Groceries
TX0780,6/30/2024,18:21:00,6.57,Lunch meal,Subway,Food & Beverage
TX0781,7/14/2024,22:32:00,47.89,Grocery store purchase,Walmart,Groceries
TX0782,2/20/2025,18:42:00,88.68,Supermarket shopping,Target,Groceries
TX0783,7/9/2024,20:32:00,44.47,Ride fare,Uber,Transportation
TX0784,11/15/2024,15:45:00,217.25,Internet bill,Internet Provider,Bills
TX0785,5/1/2024,20:07:00,75.29,Monthly bill payment,Internet Provider,Bills
TX0786,5/12/2024,18:43:00,87.93,Monthly bill payment,Mobile Carrier,Bills
TX0787,4/4/2024,18:09:00,96.67,Grocery store purchase,Costco,Groceries
TX0788,10/7/2024,8:49:00,30.01,Concert tickets,Netflix,Entertainment
TX0789,10/11/2024,18:13:00,210.25,Electricity bill,Mobile Carrier,Bills
TX0790,7/11/2024,20:01:00,28.07,Ride fare,Lyft,Transportation
TX0791,2/28/2025,22:53:00,49.07,Streaming subscription,AMC Theatres,Entertainment
TX0792,10/29/2024,8:51:00,298.67,Monthly bill payment,Internet Provider,Bills
TX0793,6/29/2024,12:51:00,20.53,Bus ticket,Local Transit,Transportation
TX0794,4/3/2024,15:51:00,343.58,Pharmacy purchase,Local Clinic,Healthcare
TX0795,6/2/2024,22:45:00,172.58,Monthly bill payment,Local Utility,Bills
TX0796,11/6/2024,12:08:00,283.22,Internet bill,Internet Provider,Bills
TX0797,10/22/2024,8:07:00,68.13,Supermarket shopping,Target,Groceries
TX0798,7/14/2024,12:38:00,18.11,Coffee purchase,Starbucks,Food & Beverage
TX0799,2/25/2025,18:31:00,334.33,Pharmacy purchase,Walgreens,Healthcare
TX0800,2/22/2025,12:05:00,231.54,Supermarket shopping,Target,Groceries
TX0801,6/12/2024,12:01:00,179.14,Bulk food items,Target,Groceries
TX0802,10/20/2024,8:28:00,57.25,Ride fare,Lyft,Transportation
TX0803,9/12/2024,22:11:00,297.51,Monthly bill payment,Mobile Carrier,Bills
TX0804,12/29/2024,20:04:00,87.92,Movie tickets,Spotify,Entertainment
TX0805,7/17/2024,20:52:00,5.81,Bus ticket,Lyft,Transportation
TX0806,3/7/2025,12:02:00,35.26,Ride fare,Local Transit,Transportation
TX0807,1/28/2025,18:03:00,14.86,Coffee purchase,Dunkin,Food & Beverage
TX0808,7/14/2024,18:09:00,208.02,Grocery store purchase,Walmart,Groceries
TX0809,3/3/2025,12:04:00,75.87,Concert tickets,Netflix,Entertainment
TX0810,2/24/2025,20:34:00,74.7,Movie tickets,Spotify,Entertainment
TX0811,3/18/2025,18:17:00,51.98,Movie tickets,Spotify,Entertainment
TX0812,9/20/2024,12:49:00,53.66,Grocery store purchase,Target,Groceries
TX0813,4/13/2024,12:13:00,117.51,Movie tickets,Spotify,Entertainment
TX0814,6/14/2024,15:48:00,7.74,Dinner at restaurant,Starbucks,Food & Beverage
TX0815,1/4/2025,8:38:00,337.55,Electricity bill,Mobile Carrier,Bills
TX0816,11/13/2024,15:35:00,478.26,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0817,11/24/2024,22:16:00,36,Dinner at restaurant,Dunkin,Food & Beverage
TX0818,11/10/2024,20:23:00,236.38,Internet bill,Local Utility,Bills
TX0819,10/16/2024,15:57:00,15.66,Dinner at restaurant,Starbucks,Food & Beverage
TX0820,6/13/2024,20:29:00,378.74,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0821,2/9/2025,20:00:00,311.29,Health supplement,Walgreens,Healthcare
TX0822,12/7/2024,20:00:00,448.76,Movie tickets,Netflix,Entertainment
TX0823,2/25/2025,12:01:00,35.21,Movie tickets,AMC Theatres,Entertainment
TX0824,1/7/2025,20:37:00,272.63,Monthly bill payment,Mobile Carrier,Bills
TX0825,12/3/2024,18:06:00,17.34,Taxi service,Local Transit,Transportation
TX0826,6/25/2024,20:16:00,42.42,Taxi service,Local Transit,Transportation
TX0827,11/27/2024,15:53:00,85.64,Movie tickets,Spotify,Entertainment
TX0828,1/2/2025,18:25:00,57.83,Internet bill,Internet Provider,Bills
TX0829,3/18/2025,18:38:00,38.08,Streaming subscription,AMC Theatres,Entertainment
TX0830,7/7/2024,8:07:00,85.21,Monthly bill payment,Internet Provider,Bills
TX0831,8/15/2024,12:54:00,10.06,Ride fare,Local Transit,Transportation
TX0832,12/9/2024,12:56:00,49.62,Bus ticket,Lyft,Transportation
TX0833,4/24/2024,20:00:00,18.71,Taxi service,Uber,Transportation
TX0834,5/4/2024,20:56:00,42.78,Ride fare,Lyft,Transportation
TX0835,10/28/2024,20:56:00,289.59,Health supplement,CVS Pharmacy,Healthcare
TX0836,7/9/2024,12:19:00,12.94,Lunch meal,Subway,Food & Beverage
TX0837,3/12/2025,12:50:00,23.02,Movie tickets,Netflix,Entertainment
TX0838,3/24/2025,22:44:00,29.42,Dinner at restaurant,McDonalds,Food & Beverage
TX0839,3/20/2025,20:08:00,38.49,Movie tickets,Netflix,Entertainment
TX0840,6/24/2024,12:25:00,5.2,Coffee purchase,Starbucks,Food & Beverage
TX0841,9/28/2024,22:14:00,308.2,Monthly bill payment,Local Utility,Bills
TX0842,10/3/2024,12:47:00,28.42,Coffee purchase,Dunkin,Food & Beverage
TX0843,11/25/2024,8:53:00,25,Concert tickets,Netflix,Entertainment
TX0844,5/4/2024,18:25:00,16.41,Coffee purchase,McDonalds,Food & Beverage
TX0845,10/23/2024,12:16:00,32.58,Streaming subscription,Netflix,Entertainment
TX0846,2/24/2025,12:44:00,98.95,Movie tickets,Netflix,Entertainment
TX0847,3/14/2025,15:35:00,317.16,Health supplement,CVS Pharmacy,Healthcare
TX0848,3/10/2025,15:30:00,98.59,Internet bill,Mobile Carrier,Bills
TX0849,4/24/2024,20:06:00,177.04,Internet bill,Internet Provider,Bills
TX0850,3/25/2025,15:31:00,38.93,Ride fare,Uber,Transportation
TX0851,1/29/2025,18:24:00,87.68,Electricity bill,Mobile Carrier,Bills
TX0852,3/1/2025,8:00:00,10.92,Bus ticket,Uber,Transportation
TX0853,12/8/2024,15:33:00,14.63,Coffee purchase,Dunkin,Food & Beverage
TX0854,12/10/2024,20:24:00,279.07,Monthly bill payment,Internet Provider,Bills
TX0855,11/4/2024,15:28:00,40.07,Bulk food items,Walmart,Groceries
TX0856,4/30/2024,20:54:00,112.24,Doctor appointment fee,Walgreens,Healthcare
TX0857,12/17/2024,12:56:00,69.3,Concert tickets,AMC Theatres,Entertainment
TX0858,3/16/2025,15:38:00,384.8,Internet bill,Local Utility,Bills
TX0859,11/13/2024,12:16:00,126.42,Health supplement,Local Clinic,Healthcare
TX0860,9/22/2024,20:13:00,78.46,Grocery store purchase,Costco,Groceries
TX0861,5/5/2024,15:36:00,8.78,Lunch meal,Subway,Food & Beverage
TX0862,2/13/2025,20:14:00,87,Movie tickets,AMC Theatres,Entertainment
TX0863,3/10/2025,22:43:00,154.87,Doctor appointment fee,Local Clinic,Healthcare
TX0864,3/12/2025,20:30:00,67.38,Concert tickets,Spotify,Entertainment
TX0865,8/11/2024,15:00:00,43.71,Ride fare,Lyft,Transportation
TX0866,12/3/2024,20:20:00,20.81,Coffee purchase,Subway,Food & Beverage
TX0867,9/29/2024,8:35:00,78.49,Monthly bill payment,Local Utility,Bills
TX0868,4/26/2024,22:41:00,36.71,Taxi service,Lyft,Transportation
TX0869,12/26/2024,12:28:00,131.45,Grocery store purchase,Costco,Groceries
TX0870,5/20/2024,18:21:00,84.6,Monthly bill payment,Mobile Carrier,Bills
TX0871,11/19/2024,20:15:00,20.57,Taxi service,Uber,Transportation
TX0872,7/21/2024,18:15:00,57.61,Grocery store purchase,Costco,Groceries
TX0873,11/25/2024,18:13:00,33.74,Taxi service,Uber,Transportation
TX0874,3/8/2025,18:07:00,47.1,Ride fare,Local Transit,Transportation
TX0875,3/12/2025,15:32:00,27.88,Taxi service,Lyft,Transportation
TX0876,7/25/2024,15:12:00,14.41,Dinner at restaurant,Starbucks,Food & Beverage
TX0877,7/2/2024,20:58:00,29,Lunch meal,McDonalds,Food & Beverage
TX0878,2/22/2025,18:36:00,15.55,Bus ticket,Uber,Transportation
TX0879,4/8/2024,20:01:00,79.17,Grocery store purchase,Walmart,Groceries
TX0880,12/26/2024,22:18:00,89.67,Health supplement,CVS Pharmacy,Healthcare
TX0881,3/25/2025,15:22:00,28.92,Lunch meal,McDonalds,Food & Beverage
TX0882,7/28/2024,18:43:00,276.31,Internet bill,Mobile Carrier,Bills
TX0883,7/20/2024,15:16:00,38.2,Ride fare,Local Transit,Transportation
TX0884,10/16/2024,20:24:00,382.04,Pharmacy purchase,Local Clinic,Healthcare
TX0885,1/18/2025,18:05:00,269.89,Doctor appointment fee,Walgreens,Healthcare
TX0886,6/4/2024,18:09:00,83.51,Bulk food items,Walmart,Groceries
TX0887,9/23/2024,18:02:00,166.94,Monthly bill payment,Internet Provider,Bills
TX0888,8/21/2024,20:42:00,211.98,Health supplement,Walgreens,Healthcare
TX0889,4/12/2024,12:57:00,240.83,Electricity bill,Mobile Carrier,Bills
TX0890,10/24/2024,22:50:00,10.85,Coffee purchase,Subway,Food & Beverage
TX0891,12/6/2024,15:10:00,50.38,Health supplement,Walgreens,Healthcare
TX0892,4/6/2024,18:51:00,78.93,Taxi service,Local Transit,Transportation
TX0893,8/11/2024,12:16:00,129.26,Concert tickets,AMC Theatres,Entertainment
TX0894,8/20/2024,18:08:00,12.14,Lunch meal,Subway,Food & Beverage
TX0895,9/26/2024,15:46:00,360.47,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0896,5/9/2024,22:07:00,35.23,Concert tickets,AMC Theatres,Entertainment
TX0897,4/22/2024,20:17:00,98.42,Electricity bill,Mobile Carrier,Bills
TX0898,8/1/2024,8:18:00,145.89,Grocery store purchase,Target,Groceries
TX0899,2/8/2025,20:04:00,16.73,Dinner at restaurant,Starbucks,Food & Beverage
TX0900,12/29/2024,20:15:00,6.22,Lunch meal,Subway,Food & Beverage
TX0901,1/4/2025,18:07:00,52.66,Concert tickets,Spotify,Entertainment
TX0902,12/13/2024,15:40:00,34.08,Movie tickets,AMC Theatres,Entertainment
TX0903,9/28/2024,20:43:00,230.22,Electricity bill,Mobile Carrier,Bills
TX0904,11/8/2024,12:53:00,28.36,Taxi service,Local Transit,Transportation
TX0905,10/31/2024,20:13:00,27.98,Concert tickets,AMC Theatres,Entertainment
TX0906,4/18/2024,18:30:00,24.43,Coffee purchase,McDonalds,Food & Beverage
TX0907,7/10/2024,15:54:00,62.09,Streaming subscription,AMC Theatres,Entertainment
TX0908,3/14/2025,18:14:00,190.65,Grocery store purchase,Target,Groceries
TX0909,8/29/2024,18:21:00,171.27,Grocery store purchase,Walmart,Groceries
TX0910,4/7/2024,8:25:00,335.87,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0911,8/6/2024,18:01:00,73.6,Grocery store purchase,Target,Groceries
TX0912,2/21/2025,20:08:00,182.81,Electricity bill,Mobile Carrier,Bills
TX0913,12/7/2024,8:35:00,240.29,Concert tickets,AMC Theatres,Entertainment
TX0914,4/16/2024,18:19:00,112.37,Electricity bill,Mobile Carrier,Bills
TX0915,11/28/2024,22:58:00,5.94,Lunch meal,Dunkin,Food & Beverage
TX0916,10/18/2024,22:59:00,164.18,Monthly bill payment,Mobile Carrier,Bills
TX0917,1/7/2025,20:47:00,33.38,Bus ticket,Local Transit,Transportation
TX0918,3/8/2025,15:20:00,73.73,Movie tickets,Netflix,Entertainment
TX0919,10/6/2024,12:58:00,246.55,Monthly bill payment,Mobile Carrier,Bills
TX0920,12/14/2024,18:22:00,27.59,Supermarket shopping,Costco,Groceries
TX0921,9/1/2024,20:22:00,46.73,Bus ticket,Uber,Transportation
TX0922,12/15/2024,20:36:00,12.64,Coffee purchase,McDonalds,Food & Beverage
TX0923,2/12/2025,20:31:00,18.88,Coffee purchase,Starbucks,Food & Beverage
TX0924,1/1/2025,22:02:00,156.23,Internet bill,Local Utility,Bills
TX0925,11/15/2024,20:01:00,233.74,Pharmacy purchase,Local Clinic,Healthcare
TX0926,3/20/2025,18:12:00,179.14,Supermarket shopping,Walmart,Groceries
TX0927,12/11/2024,22:49:00,37.07,Grocery store purchase,Target,Groceries
TX0928,3/25/2025,12:24:00,194.49,Supermarket shopping,Target,Groceries
TX0929,1/24/2025,15:54:00,10.42,Lunch meal,Dunkin,Food & Beverage
TX0930,6/13/2024,8:16:00,74.3,Streaming subscription,Netflix,Entertainment
TX0931,5/22/2024,18:35:00,13.93,Bus ticket,Local Transit,Transportation
TX0932,9/2/2024,12:22:00,70.68,Movie tickets,Spotify,Entertainment
TX0933,2/5/2025,18:07:00,32.58,Grocery store purchase,Walmart,Groceries
TX0934,5/17/2024,12:19:00,61.2,Electricity bill,Mobile Carrier,Bills
TX0935,5/3/2024,20:50:00,25.45,Coffee purchase,McDonalds,Food & Beverage
TX0936,10/5/2024,8:03:00,178.61,Pharmacy purchase,Walgreens,Healthcare
TX0937,8/31/2024,20:29:00,396.55,Health supplement,Local Clinic,Healthcare
TX0938,11/12/2024,20:49:00,94.35,Movie tickets,AMC Theatres,Entertainment
TX0939,11/30/2024,20:44:00,18.58,Ride fare,Lyft,Transportation
TX0940,1/2/2025,20:40:00,77.8,Concert tickets,Netflix,Entertainment
TX0941,11/26/2024,12:46:00,10.74,Ride fare,Uber,Transportation
TX0942,11/30/2024,8:33:00,22.54,Taxi service,Lyft,Transportation
TX0943,2/13/2025,18:29:00,163.39,Electricity bill,Local Utility,Bills
TX0944,12/16/2024,8:10:00,17.02,Lunch meal,McDonalds,Food & Beverage
TX0945,4/22/2024,22:57:00,161.81,Electricity bill,Mobile Carrier,Bills
TX0946,3/13/2025,20:08:00,56.54,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0947,2/8/2025,15:33:00,213.34,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0948,6/23/2024,20:12:00,410.71,Electricity bill,Internet Provider,Bills
TX0949,1/10/2025,20:31:00,22.76,Ride fare,Lyft,Transportation
TX0950,8/7/2024,8:49:00,47.85,Ride fare,Lyft,Transportation
TX0951,4/4/2024,15:07:00,129.64,Pharmacy purchase,Local Clinic,Healthcare
TX0952,11/19/2024,18:26:00,75.64,Streaming subscription,Netflix,Entertainment
TX0953,9/4/2024,20:51:00,22.22,Coffee purchase,McDonalds,Food & Beverage
TX0954,5/7/2024,8:56:00,7.53,Coffee purchase,McDonalds,Food & Beverage
TX0955,11/2/2024,15:58:00,258.13,Bulk food items,Costco,Groceries
TX0956,8/19/2024,20:02:00,40.01,Concert tickets,AMC Theatres,Entertainment
TX0957,1/17/2025,20:47:00,28.94,Coffee purchase,Dunkin,Food & Beverage
TX0958,12/5/2024,8:43:00,189.95,Grocery store purchase,Target,Groceries
TX0959,3/28/2025,18:22:00,49.39,Supermarket shopping,Costco,Groceries
TX0960,3/29/2024,8:48:00,59.28,Concert tickets,AMC Theatres,Entertainment
TX0961,11/7/2024,22:48:00,9.51,Coffee purchase,Subway,Food & Beverage
TX0962,8/10/2024,8:44:00,22.34,Lunch meal,Starbucks,Food & Beverage
TX0963,3/9/2025,20:26:00,462.97,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0964,2/2/2025,12:32:00,257.34,Supermarket shopping,Walmart,Groceries
TX0965,8/20/2024,8:38:00,416.41,Health supplement,CVS Pharmacy,Healthcare
TX0966,9/14/2024,8:40:00,18.18,Dinner at restaurant,Dunkin,Food & Beverage
TX0967,6/5/2024,20:45:00,13.34,Taxi service,Uber,Transportation
TX0968,11/20/2024,12:10:00,47.02,Bus ticket,Local Transit,Transportation
TX0969,12/13/2024,22:55:00,78.85,Streaming subscription,AMC Theatres,Entertainment
TX0970,10/27/2024,18:35:00,20.2,Dinner at restaurant,Subway,Food & Beverage
TX0971,12/28/2024,22:48:00,522.85,Health supplement,Local Clinic,Healthcare
TX0972,2/15/2025,22:13:00,194.54,Health supplement,Local Clinic,Healthcare
TX0973,10/29/2024,20:35:00,64.27,Streaming subscription,AMC Theatres,Entertainment
TX0974,1/6/2025,20:36:00,21.09,Taxi service,Lyft,Transportation
TX0975,3/22/2025,15:29:00,713.56,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0976,2/28/2025,12:32:00,62.68,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0977,6/25/2024,12:14:00,7.39,Ride fare,Uber,Transportation
TX0978,3/5/2025,18:35:00,225.86,Monthly bill payment,Internet Provider,Bills
TX0979,12/16/2024,12:52:00,8.37,Taxi service,Uber,Transportation
TX0980,2/15/2025,8:00:00,283.55,Electricity bill,Local Utility,Bills
TX0981,9/20/2024,18:30:00,198.29,Supermarket shopping,Costco,Groceries
TX0982,6/1/2024,8:36:00,26.9,Dinner at restaurant,Subway,Food & Beverage
TX0983,2/22/2025,20:36:00,7.7,Lunch meal,Dunkin,Food & Beverage
TX0984,6/18/2024,18:27:00,27.72,Lunch meal,McDonalds,Food & Beverage
TX0985,7/28/2024,18:52:00,580.18,Health supplement,Walgreens,Healthcare
TX0986,6/22/2024,18:41:00,10.78,Lunch meal,Dunkin,Food & Beverage
TX0987,2/21/2025,15:21:00,46.96,Movie tickets,Spotify,Entertainment
TX0988,5/3/2024,15:16:00,80.59,Concert tickets,Netflix,Entertainment
TX0989,11/8/2024,20:53:00,65.41,Concert tickets,Netflix,Entertainment
TX0990,7/29/2024,20:52:00,40.17,Bulk food items,Walmart,Groceries
TX0991,7/24/2024,15:13:00,56.5,Electricity bill,Local Utility,Bills
TX0992,8/25/2024,18:18:00,279.58,Pharmacy purchase,Local Clinic,Healthcare
TX0993,6/19/2024,18:31:00,38.25,Bus ticket,Local Transit,Transportation
TX0994,11/2/2024,12:45:00,97.42,Supermarket shopping,Target,Groceries
TX0995,3/25/2025,12:45:00,52.55,Bulk food items,Walmart,Groceries
TX0996,9/13/2024,18:18:00,30.55,Bus ticket,Lyft,Transportation
TX0997,8/18/2024,8:16:00,96.67,Concert tickets,Spotify,Entertainment
TX0998,4/26/2024,22:42:00,54.7,Supermarket shopping,Walmart,Groceries
TX0999,10/3/2024,18:12:00,102.38,Monthly bill payment,Mobile Carrier,Bills
TX1000,2/24/2025,20:15:00,28.52,Ride fare,Local Transit,Transportation
